0;0;0;0;land;false;unknown;0
1;131;226;237;land;false;plains;1
2;221;90;236;land;false;plains;1
3;236;186;203;land;false;plains;1
4;220;207;220;land;true;plains;1
5;207;180;174;land;false;plains;1
6;106;209;216;land;false;plains;1
7;228;195;137;land;false;plains;1
8;149;233;238;land;false;plains;1
9;221;155;207;land;false;plains;1
10;221;202;199;land;false;plains;1
11;150;206;151;land;true;plains;1
12;211;249;142;land;false;plains;1
13;57;235;214;land;false;plains;1
14;75;197;235;land;false;plains;1
15;135;251;207;land;false;plains;1
16;191;219;172;land;false;plains;1
17;239;97;198;land;false;plains;1
18;193;199;250;land;false;plains;1
19;127;252;162;land;true;plains;1
20;210;223;85;land;false;plains;1
21;136;222;170;land;false;plains;1
22;169;127;235;land;false;plains;1
23;249;55;218;land;false;plains;1
24;229;156;161;land;false;plains;1
25;225;182;195;land;false;plains;1
26;168;231;110;land;false;plains;1
27;178;232;96;land;false;plains;1
28;253;33;253;land;false;plains;1
29;176;160;244;land;false;plains;1
30;246;250;180;land;false;plains;1
31;247;207;104;land;false;plains;1
32;251;198;233;land;false;plains;1
33;113;180;237;land;false;plains;1
34;150;225;180;land;false;plains;1
35;153;212;209;land;true;plains;1
36;234;171;225;land;false;plains;1
37;177;252;155;land;false;plains;1
38;223;203;203;land;true;plains;1
39;169;245;204;land;false;plains;1
40;173;135;226;land;false;plains;1
41;206;184;144;land;false;plains;1
42;189;150;187;land;false;plains;1
43;151;167;185;land;false;plains;1
44;54;243;240;land;false;plains;1
45;144;204;224;land;false;plains;1
46;137;175;250;land;true;plains;1
47;104;194;222;land;false;plains;1
48;89;213;217;land;false;plains;1
49;214;243;133;land;false;plains;1
50;58;224;247;land;false;plains;1
51;248;166;90;land;false;plains;1
52;137;203;253;land;false;plains;1
53;229;88;231;land;false;plains;1
54;202;128;245;land;false;plains;1
55;178;214;132;land;false;plains;1
56;139;240;200;land;false;plains;1
57;68;234;252;land;false;plains;1
58;117;246;173;land;false;plains;1
59;242;171;224;land;true;plains;1
60;73;205;238;land;true;plains;1
61;110;214;219;land;false;plains;1
62;91;231;202;land;false;plains;1
63;190;200;187;land;false;plains;1
64;233;187;187;land;false;plains;1
65;101;248;218;land;false;plains;1
66;239;184;150;land;false;plains;1
67;120;238;214;land;false;plains;1
68;186;254;204;land;false;plains;1
69;254;95;183;land;false;plains;1
70;174;111;251;land;false;plains;1
71;205;195;237;land;true;plains;1
72;157;106;250;land;false;plains;1
73;176;213;151;land;false;plains;1
74;112;242;159;land;false;plains;1
75;240;167;127;land;false;plains;1
76;190;216;161;land;false;plains;1
77;122;153;253;land;false;plains;1
78;181;154;176;land;false;plains;1
79;179;199;142;land;false;plains;1
80;248;115;197;land;false;plains;1
81;130;229;188;land;false;plains;1
82;219;155;183;land;false;plains;1
83;87;244;231;land;false;plains;1
84;116;191;227;land;false;plains;1
85;224;204;171;land;false;plains;1
86;181;211;112;land;false;plains;1
87;240;223;91;land;false;plains;1
88;222;102;198;land;false;plains;1
89;211;133;226;land;false;plains;1
90;165;240;220;land;false;plains;1
91;254;152;97;land;false;plains;1
92;62;228;214;land;false;plains;1
93;246;81;187;land;false;plains;1
94;164;219;140;land;false;plains;1
95;236;244;143;land;false;plains;1
96;192;64;252;land;true;plains;1
97;174;154;247;land;false;plains;1
98;190;107;205;land;true;plains;1
99;247;118;149;land;false;plains;1
100;182;249;254;land;false;plains;1
101;106;217;222;land;false;plains;1
102;179;250;149;land;true;plains;1
103;181;234;187;land;false;plains;1
104;161;232;162;land;false;plains;1
105;189;207;213;land;false;plains;1
106;220;121;224;land;false;plains;1
107;71;233;223;land;false;plains;1
108;251;236;44;land;false;plains;1
109;237;252;157;land;false;plains;1
110;57;234;219;land;false;plains;1
111;253;69;229;land;true;plains;1
112;173;253;153;land;false;plains;1
113;229;92;234;land;false;plains;1
114;233;95;243;land;false;plains;1
115;173;254;140;land;false;plains;1
116;177;178;189;land;false;plains;1
117;233;231;200;land;false;plains;1
118;125;198;239;land;false;plains;1
119;154;246;230;land;false;plains;1
120;195;229;132;land;false;plains;1
121;78;218;217;land;false;plains;1
122;254;201;96;land;false;urban;1
123;221;201;236;land;false;plains;1
124;197;231;183;land;false;plains;1
125;232;176;153;land;false;plains;1
126;226;251;182;land;false;plains;1
127;240;136;209;land;false;plains;1
128;148;240;217;land;false;plains;1
129;199;236;169;land;false;plains;1
